RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE
VISIONE ELETROTECNICA E COMERCIO LTDA,56209299000143,"RUA MARANHAO  272 , ARUJA",-23.3958442,-46.3170818,ARUJA
FIBRABEN COMERCIAL LTDA,56216278000155,"AVENIDA NOSSA SENHORA DO SABARA  3310 , SAO PAULO",-23.6826912,-46.682031,SAO PAULO
MARTELAO COMERCIO DE FERRAMENTAS EM GERAL LTDA,56250889000110,"RUA JALISCO  183 , SAO PAULO",-23.564158,-46.56376,SAO PAULO
GARRA COMERCIO DE FIXACAO INDUSTRIAL LTDA,56255425000104,"RUA PROFESSOR OSWALDO QUIRINO SIMOES  259 , SAO PAULO",-23.6817748,-46.7016081,SAO PAULO
JAKARTA MATERIAIS DE CONSTRUCAO LTDA,56257124000101,"RUA STA LUZIA  41 , MOGI DAS CRUZES",-23.5478082,-46.213236,MOGI DAS CRUZES
MAK MATERIAIS PARA CONSTRUCOES LTDA,56263072000186,"AVENIDA TANCREDO NEVES  730 , MAIRIPORA",-23.3157583,-46.5824575,MAIRIPORA
SAREM COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,56297443000140,"RUA EUGENIO RONCON  535 , RIBEIRAO PIRES",-23.7114302,-46.3967264,RIBEIRAO PIRES
JOSE CARLOS VIEIRA LIMADORA,56314503000196,"AVENIDA RAGUEB CHOHFI  7620 , SAO PAULO",-23.5943002,-46.423193,SAO PAULO
CCP CENTRO COMERCIAL DE PARAFUSOS LIMITADA,56331671000190,"AVENIDA SAO MIGUEL  4976 , SAO PAULO",-23.5075202,-46.4853119,SAO PAULO
BRASITANIA MATERIAIS PARA CONSTRUCOES LTDA,56335649000118,"AVENIDA JOAO DE ANDRADE  1784 , OSASCO",-23.5618239,-46.7989328,OSASCO
JAM ELETRO LTDA,56336514000177,"RUA DIOGO BENITEZ  21 , OSASCO",-23.5369936,-46.7832305,OSASCO
OXIACO COMERCIO DE FERRO E ACO LTDA,56387327000112,"AVENIDA ENCARNACAO  231 , DIADEMA",-23.6923077,-46.5879431,DIADEMA
TARIMA BOX LTDA,56415789000104,"AVENIDA DELFINO CERQUEIRA  813 , CARAPICUIBA",-23.5304688,-46.8323023,CARAPICUIBA
RUBINHODEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,56419682000126,"RUA HENRIQUE MAZZAUTI  286 , SAO PAULO",-23.6042169,-46.4900199,SAO PAULO
JOAO DE OLIVEIRA MARQUES MADEIRAS,56430838000170,"RUA RIO YUKON  105 , SAO PAULO",-23.3919954,-46.7342483,SAO PAULO
ARQUE VIDROS  VIDROS E CRISTAIS LTDA,56439581000117,"AVENIDA DOM JOAO VI  694 , DIADEMA",-23.6744507,-46.6062768,DIADEMA
ACB COMERCIO DE MATERIAL ELETRICO E FERRAGENS LTDA,56442700000190,"RUA RODESIA  217 , SAO PAULO",-23.5515723,-46.6908935,SAO PAULO
ESTRUTEC TOLDOS E COBERTURAS LTDA,56468978000137,"RUA OSWALDO ARAOUCA  325 , SAO PAULO",-23.5615645,-46.5399785,SAO PAULO
MANREL COMERCIO E REPRESENTACOES LTDA,56469877000180,"AVENIDA VER JOAO DE LUCA  747 , SAO PAULO",-23.6501094,-46.6696853,SAO PAULO
GESSOROCHA COMERCIO DE ARTEFATOS DE GESSO LTDA,56484561000168,"RUA SINVAL BRASIL DE OLIVEIRA  115 , CARAPICUIBA",-23.5361444,-46.8288427,CARAPICUIBA
SAIDA COMERCIO DE MATERIAIS ELETRICOS HIDRAULICOS LTDA,56486970000101,"AVENIDA SAPOPEMBA  2617 , SAO PAULO",-23.5733327,-46.5639125,SAO PAULO
COMERCIAL DE FERRAGENS ORFANATO LTDA,56494925000190,"RUA ORFANATO  111 , SAO PAULO",-23.5809253,-46.5842246,SAO PAULO
OXIGENIO JUNDIAI COML DE GASES E EQUIPAMENTOS LTDA,56497993000103,"RUA 23 DE MAIO  468 , JUNDIAI",-23.198842,-46.8844099,JUNDIAI
PAULETTO TRANSPORTE E COM DE AREIA E PEDRA LTDA,56508229000196,"RUA BACANGA  40 , SAO PAULO",-23.5537231,-46.5500538,SAO PAULO
MADEKOTA PROVEDORA DE MATERIAIS LTDA,56511421000131,"RUA MAL HUMBERTO A C BRANCO  42 , EMBU DAS ARTES",-23.6659081,-46.7993897,EMBU DAS ARTES
MICROSYSTENS COMERCIO DE MATERIAIS ELETRONICOS LTDA,56527179000194,"AVENIDA FLORA  1473 , OSASCO",-23.5617769,-46.7902575,OSASCO
HICON  HIDRAULICA E COMERCIO DE MARMORES E GRANITOS EIRELI,56574080000143,"RUA NOVA BRASILIA  572 , SAO PAULO",-23.5971771,-46.5085534,SAO PAULO
C R G INSTALACOES E EQUIPAMENTOS ELETRONICOS LTDA,56575574000142,"RUA MARIANA CAMARGO  31 , SAO PAULO",-23.4927273,-46.7392184,SAO PAULO
ELETRICA CAESI LTDA,56640816000134,"AVENIDA ITINGUCU  2420 , SAO PAULO",-23.5327894,-46.4948126,SAO PAULO
WCR SEGURANCA E SINALIZACAO VIARIA LTDA,56656028000136,"RUA BONNARD  157 , BARUERI",-23.48728,-46.8699903,BARUERI
HELIO NACANISI FERRAGENS,56666712000107,"AVENIDA TENENTE LAUDELINO FERREIRA  DO AMARAL  505 , SAO PAULO",-23.5021592,-46.4533612,SAO PAULO
TUTOIA MATERIAIS PARA CONSTRUCAO LTDA,56678741000180,"RUA TUTOIA  1011 , SAO PAULO",-23.579598,-46.6508279,SAO PAULO
COMERCIAL G B SANTOS  MATERIAIS ELETRICOS LTDA,56686298000190,"AVENIDA DR ARMANDO SESTINE  200 , CAIEIRAS",-23.3447307,-46.7464422,CAIEIRAS
PEDRAS PRIMAVERA LTDA,56696875000124,"AVENIDA VEREADOR JOAO DE LUCA  1963 , SAO PAULO",-23.6585486,-46.663229,SAO PAULO
PORTAL DOS VIDROS COMERCIO DE VIDROS E MOLDURAS LTDA,56698483000102,"RUA SAO VIRGILIO  25 , SAO PAULO",-23.6106444,-46.7458941,SAO PAULO
SUPERBOX COMERCIO DE ESQUADRIAS LTDA,56717515000161,"AVENIDA INTERLAGOS  2976 , SAO PAULO",-23.7051023,-46.7023317,SAO PAULO
JAWA VALVULAS COMERCIAL LTDA,56728587000104,"RUA DA MEACAO  77 , SAO PAULO",-23.556021,-46.5697889,SAO PAULO
CAROLINA ORANGE MATERIAIS SERIGRAFICOS LTDA,56762735000107,"RUA CIPRIANO TAVARES  42 , OSASCO",-23.5336019,-46.7750776,OSASCO
FUMINAS INDUSTRIA E COMERCIO DE FUNDIDOS LTDA,56776776000233,"RUA PACIFICO  161 , COTIA",-23.589597,-46.8771177,COTIA
G & L MATERIAIS P CONSTRUCAO LTDA,56787989000180,"RUA SERRA DE SAO DOMINGOS  392 , SAO PAULO",-23.5496858,-46.4496883,SAO PAULO
BRUNILO COMERCIO DE CHURRASQUEIRAS E ACESSORIOS LTDA,56822513000132,"RUA DR ROBERTO ZWICKER  115 , SAO PAULO",-23.4724575,-46.695289,SAO PAULO
GIMAWA COMERCIAL LTDA,56840051000186,"AVENIDA JOAO PEDRO CARDOSO  574 , SAO PAULO",-23.6376941,-46.6582244,SAO PAULO
GIMAWA COMERCIAL LTDA,56840051000267,"RUA VEREADOR GENTIL SANTO DE PAULA  73 , DIADEMA",-23.7022225,-46.616328,DIADEMA
SANDRE SOLDA GASES INDUSTRIAIS EIRELI,56874217000185,"PRACA QUATORZE BIS  145 , SANTO ANDRE",-23.6644382,-46.510525,SANTO ANDRE
MADEIRAS PINHO BRASIL COMERCIO E TRANSPORTES  EIRELI,56909856000139,"RUA DUZOLINA GRACIOLI ELENO,  49 , SAO PAULO",-23.7076297,-46.6942979,SAO PAULO
CARFLAX HIDRAULICA LTDA,56913445000117,"AVENIDA AMERICO BRUNO  75 , JUNDIAI",-23.1905713,-46.8703548,JUNDIAI
ASTRAL LOJA MATERIAIS PARA CONSTRUCAO LTDA,56914823000187,"RUA FRANCISCA MARIA BUENO  86 , JANDIRA",-23.546249,-46.9103958,JANDIRA
TUDO AZUL FERRAGENS LTDA,56919996000198,"RUA CORONEL AMERICO FONTENELLE  97 , SAO PAULO",-23.522738,-46.5115373,SAO PAULO
JOSE GOMES DE SOUZA FILHO,56948722000127,"AVENIDA WENCESLAU GUIMARAES  887 , SAO PAULO",-23.4897827,-46.4896975,SAO PAULO
PORTO ROCHA  MATERIAIS PARA CONSTRUCAO EIRELI,56971757000187,"AVENIDA BATATAIS  465 , BARUERI",-23.5402913,-46.881648,BARUERI
VEJA COMUNICACAO VISUAL LTDA,56991581000125,"RUA PADRE RAPOSO  1155 , SAO PAULO",-23.5641998,-46.5920483,SAO PAULO
MORUMBI REVESTIMENTOS DE PEDRAS EM GERAL LTDA,56994031000160,"AVENIDA VER JOSE DINIZ  990 , SAO PAULO",-23.6353949,-46.6916652,SAO PAULO
CONTI & CIA LTDA,56996168000153,"RUA MINISTRO LUIZ GALLOTTI  93 , SAO PAULO",-23.6218533,-46.6863885,SAO PAULO
RC COMERCIO SERVICOS E ASSESSORIA GERENCIAL LTDA,56997950000197,"RUA ANJO CUSTODIO  291 , SAO PAULO",-23.5644588,-46.5511733,SAO PAULO
BENEMAR FABRICA DE BLOCOS E MATERIAIS PARA CONSTRUCOES LTDA,57014714000257,"RUA NOSSA SENHORA APARECIDA  51 , SAO PAULO",-23.44951,-46.6254461,SAO PAULO
ORNELAS DEPOSITO DE MATERIAIS PARA CONSTRUCAO LTDA,57015737000103,"RUA JOSE JOAQUIM GONCALVES  877 , SAO PAULO",-23.663449,-46.7530294,SAO PAULO
YABIKU MATERIAIS DE CONSTRUCAO LTDA,57015984000100,"AVENIDA CUPECE  5756 , SAO PAULO",-23.6826822,-46.6361487,SAO PAULO
YABIKU MATERIAIS DE CONSTRUCAO LTDA,57015984000282,"ESTRADA ANTIGA DO MAR  13 , SAO PAULO",-23.669363,-46.635375,SAO PAULO
DEPOSITO CAMPO GRANDE MATERIAIS PARA CONSTRUCOES LTDA,57016297000109,"AVENIDA NOSSA SENHORA DO SABARA  2279 , SAO PAULO",-23.6742319,-46.6858139,SAO PAULO
MADEIFER COMERCIO DE MADEIRAS E FERRAGENS LTDA,57068181000105,"RUA MARIA DOMITILA  40 , SAO PAULO",-23.546464,-46.6259001,SAO PAULO
VOLMAR TELECOMUNICACOES LTDA,57081945000100,"RUA SILVANA  1 , SANTANA DE PARNAIBA",-23.3989068,-46.8787278,SANTANA DE PARNAIBA
JATO D AGUA COMERCIO DE AQUECEDORES E HIDRAULICA LT,57117012000118,"RUA GUAIRA  20 , SAO PAULO",-23.61064,-46.6326676,SAO PAULO
BARBOZA MATERIAIS DE CONSTRUCAO E FERRAGENS LTDA,57158784000106,"AVENIDA SAO JOSE  520 , OSASCO",-23.5167876,-46.7695023,OSASCO
DESTRO CASA E CONSTRUCAO LTDA,57158859000906,"RUA VINTE E TRES DE MAIO  700 , JUNDIAI",-23.20096,-46.884417,JUNDIAI
VAREJAO COMERCIO DE MARMORES E GRANITOS LTDA,57160061000133,"ESTRADA DE CAUCAIA DO ALTO  4305 , VARGEM GRANDE PAULISTA",-23.6385605,-46.9893445,VARGEM GRANDE PAULISTA
SERRALHERIA CRISTAL LTDA,57187924000166,"RUA DIOGENES R DE LIMA  93 , BARUERI",-23.513069,-46.8953913,BARUERI
MADEIREIRA ASTECAS LTDA,57196214000100,"AVENIDA GUSTAVO BERTHIER  123 , SAO PAULO",-23.5614055,-46.7644718,SAO PAULO
COMERCIAL ZANOTTI LTDA,57202046000100,"RUA JOSE BENEDITO DE OLIVEIRA  21 , SAO PAULO",-23.4707933,-46.6676252,SAO PAULO
HIDRAULICA GOTA D'AGUA LTDA,57203960000176,"AVENIDA MORUMBI  8399 , SAO PAULO",-23.6211753,-46.6896104,SAO PAULO
LAZA COMERCIAL DE DIVISORIAS LTDA,57209421000144,"RUA DJALMA DUTRA  263 , SAO PAULO",-23.5337344,-46.6290001,SAO PAULO
MINAS COMERCIO DE PEDRAS LTDA,57213175000102,"AVENIDA RAIMUNDO P DE MAGALHAES  2800 , SAO PAULO",-23.4998735,-46.7242955,SAO PAULO
A W W COMERCIO DE FERRAMENTAS LTDA,57238651000131,"RUA COREIA  225 , SANTO ANDRE",-23.6376374,-46.5103461,SANTO ANDRE
COMERCIAL ELETRICA CRAVEIRO LTDA,57245573000100," ESTRDA DO IMPERADOR  5095 , SAO PAULO",-23.5147981,-46.4544392,SAO PAULO
LCM  ELETROELETRONICA COMERCIO LTDA,57262602000134,"RUA SATULNINO DE OLIVEIRA  156 , SAO PAULO",-23.6542045,-46.733116,SAO PAULO
MARTINS SINTECO   SERVICOS E ARTIGOS PARA LIMPEZA LTDA,57276040000188,"RUA DOUTOR DJALMA PINHEIRO FRANCO  192 , SAO PAULO",-23.6496563,-46.6636507,SAO PAULO
CAPRICHO MOLDURAS LTDA,57289183000124,"RUA BARRA FUNDA  212 , SAO PAULO",-23.5317707,-46.6536938,SAO PAULO
HIDROSILAS COMERCIO E SERVICOS LTDA,57289548000110,"AVENIDA SENADOR VERGUEIRO  4006 , SAO BERNARDO DO CAMPO",-23.6616249,-46.5647029,SAO BERNARDO DO CAMPO
IRPE COMERCIO DE ABRASIVOS LTDA,57309726000128,"RUA ARARITAGUABA  315 , SAO PAULO",-23.5096962,-46.5895044,SAO PAULO
PLATEC MANUTENCOES E EQUIPAMENTOS ELETRICOS EIRELI,57313470000122,"RUA JAPATAIQUARA  253 , SAO PAULO",-23.510892,-46.4980071,SAO PAULO
MADEL COMERCIO DE MADEIRAS E FERRAGENS EIRELI,57314288000196,"RUA JOAQUIM NABUCO  359 , SAO BERNARDO DO CAMPO",-23.7157877,-46.5536561,SAO BERNARDO DO CAMPO
MARIA DA CONCEICAO ALMEIDA DIAS,57337446000123,"RUA MARIA PEDROSA  309 , FRANCISCO MORATO",-23.2731741,-46.7413797,FRANCISCO MORATO
JOSE ALFREDO MATEUS DO NASCIMENTO,57337610000100,"AVENIDA CASA VERDE  1848 , SAO PAULO",-23.5023702,-46.6588253,SAO PAULO
PRECO BOM MATERIAIS PARA CONSTRUCAO LTDA,57402471000143,"RUA CARMINE DI GENIO  63 , SAO PAULO",-23.646795,-46.6457368,SAO PAULO
ANTONIO AFONSO RAMALHO CAMARA  HIDRAULICOS,57404782000141,"RUA ERNESTO EVANS  84 , SAO PAULO",-23.5010805,-46.4391834,SAO PAULO
MADEFOLHA COMERCIO DE REVESTIMENTOS LTDA,57409120000164,"AVENIDA EDE  28 , SAO PAULO",-23.4983977,-46.5948934,SAO PAULO
A M F  MATERIAIS PARA CONSTRUCOES  EIRELI,57428336000177,"AVENIDA JOAO VENTURA DOS SANTOS  1881 , OSASCO",-23.4945931,-46.7965688,OSASCO
CAMBU COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,57430811000140,"RUA BACKER  152 , SAO PAULO",-23.5669984,-46.6200359,SAO PAULO
PEDRAS DECORATIVAS NUNES LTDA,57480634000106,"AVENIDA VEREADOR ABEL FERREIRA  4027 , SAO PAULO",-23.5744304,-46.5426212,SAO PAULO
GYOTOKU & GYOTOKU LTDA,57488868000108,"RUA JEQUITINHONHA  658 , SANTO ANDRE",-23.6406943,-46.5472685,SANTO ANDRE
MORAES COMERCIO E REPRESENTACOES LTDA,57492084000145,"RUA CAMINHO DO PILAR  1026 , SANTO ANDRE",-23.6704475,-46.5399968,SANTO ANDRE
MATERIAIS PARA CONSTRUCOES E LOUCAS TUDOLAR LTDA,57495434000127,"RUA DAS FIGUEIRAS  85 , SANTO ANDRE",-23.6560338,-46.5356079,SANTO ANDRE
"COMERCIAL SANTO ANTONIO CONSTRUCAO, CASA E AFINS LTDA",57498370000118,"RUA SANTA ADELAIDE  9 , SANTO ANDRE",-23.676822,-46.5440416,SANTO ANDRE
LUCAS & LUCAS LTDA,57503401000181,"RUA BOLIVIA  700 , SANTO ANDRE",-23.6405443,-46.5180483,SANTO ANDRE
PREDIOLAR MATERIAIS PARA CONSTRUCOES LTDA,57506495000142,"AVENIDA UTINGA  17 , SANTO ANDRE",-23.6308153,-46.5306859,SANTO ANDRE
CALVITTI INDUSTRIA E COMERCIO LTDA,57507287000168,"RUA GIOVANNI BATTISTA PIRELLI  271 , SANTO ANDRE",-23.663854,-46.5064486,SANTO ANDRE
DEPOSITO DE MATERIAIS PARA CONSTRUCAO UBA LTDA,57509267000126,"RUA DOM BOSCO  1137 , SANTO ANDRE",-23.6292318,-46.5159083,SANTO ANDRE
DEPOSITO CATARINENSEMATERIAIS PARA CONSTRUCAO LTDA,57521668000100,"AVENIDA QUEIROZ FILHO  1621 , SANTO ANDRE",-23.6775204,-46.5010085,SANTO ANDRE
ELETRO HIDRAULICA HIDROPOL LTDA,57537656000165,"AVENIDA ANDRADE NEVES  840 , SANTO ANDRE",-23.6797113,-46.5149458,SANTO ANDRE
VIDROS PELLEGRINA LTDA,57558942000107,"AVENIDA ENGENHEIRO CAETANO ALVAREZ  1585 , SAO PAULO",-23.5011605,-46.6657213,SAO PAULO
ARTHEM MADEIRAS COMERCIO E SERVICOS LTDA,57560328000180,"ESTRADA DR CICERO BORGES DE MORAIS  2630 , BARUERI",-23.5014451,-46.9014896,BARUERI
BASSETTO TINTAS COMERCIO DE TINTAS LIMITADA,57572869000128,"RUA BERNARDINO DE CAMPOS  21 , SANTO ANDRE",-23.6536875,-46.5273894,SANTO ANDRE
IRMAOS BADAIN MATERIAIS PARA CONSTRUCOES LTDA,57582967000146,"AVENIDA EDUARDO PRADO  601 , SANTO ANDRE",-23.640555,-46.5009024,SANTO ANDRE
MATERIAIS PARA CONSTRUCAO NOSSA SENHORA D'AJUDA LTDA,57593220000193,"RUA RIO TIETE  22 , ITAQUAQUECETUBA",-23.4718069,-46.3469179,ITAQUAQUECETUBA
MOLDURENSE COMERCIO DE MOLDURAS LTDA,57593717000101,"RUA FENACITA  60 , ARUJA",-23.410362,-46.327213,ARUJA
COMERCIO DE MATERIAIS PARA CONSTRUCAO BINGOUVEIA LTDA,57594178000125,"AVENIDA ITAMARATI  1781 , SANTO ANDRE",-23.6419663,-46.5099916,SANTO ANDRE
MADEIRAS E MATERIAIS PARA CONSTRUCAO AVENIDA JUNDIAI LTDA,57599649000198,"AVENIDA JOAO ANTONIO MECCATTI  640 , JUNDIAI",-23.174478,-46.9219223,JUNDIAI
ANGELA ROSA DELFINO DO AMARAL,57628414000187,"RUA NELSON BRISSAC  900 , SAO PAULO",-23.6365159,-46.7575787,SAO PAULO
D' ROYAL ELECTRIC COMERCIO E SERVICOS LTDA,57633901000138,"RUA CAETANO PINTO  171 , SAO PAULO",-23.5476471,-46.6217722,SAO PAULO
TEMPERCLUB COMERCIO E SERVICOS DE VIDROS LTDA,57670143000128,"AVENIDA INTERLAGOS  832 , SAO PAULO",-23.6605686,-46.6796656,SAO PAULO
ANDRO CONSTRUCOES COMERCIO LTDA,57752834000170,"RUA RAIMUNDO DE OLIVEIRA  94 , SAO PAULO",-23.5475961,-46.4950047,SAO PAULO
FABI FERRAGENS E FERRAMENTAS EM GERAL LTDA,57776528000174,"AVENIDA DO CURSINO  1289 , SAO PAULO",-23.6138932,-46.6171852,SAO PAULO
DAIYAN COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,57786543000101,"RUA BOCAINA  132 , MAUA",-23.6677412,-46.4394368,MAUA
FERRAGENS PAINEL LTDA,57788226000116,"RUA DO GASOMETRO  383 , SAO PAULO",-23.5440524,-46.6226209,SAO PAULO
FERKORT COMERCIAL EIRELI,57795197000110,"RUA BERTA MORENA  186 , SAO PAULO",-23.6766925,-46.6559489,SAO PAULO
QUEBRA GALHO PISOS E AZULEJOS LTDA,57796542000130,"AVENIDA GABRIELA MISTRAL  1292 , SAO PAULO",-23.5100263,-46.5502753,SAO PAULO
CONSTRUELLO COM E REPRES DE MATS PARA CONSTRUCAO LTDA,57840563000105,"RUA PAULO OROZINHO  501 , SAO PAULO",-23.5718888,-46.625118,SAO PAULO
ROTATIVA COMERCIO DE FERRAMENTAS EIRELI,57868929000154,"AVENIDA JULIO PRADO NEVES  640 , SAO PAULO",-23.4634116,-46.622837,SAO PAULO
GECOLOR ELETRONICA EIRELI,57876856000142,"AVENIDA DO ORATORIO  4473 , SAO PAULO",-23.601456,-46.5311108,SAO PAULO
TINTAS LUSACOR LTDA,57878068000195,"RUA AMARO LUZ  150 , SAO PAULO",-23.6696089,-46.7124126,SAO PAULO
FLATIVIDROS E MOLDURAS LTDA,57883274000193,"RUA JOAQUIM DE O FREITAS  982 , SAO PAULO",-23.4989197,-46.7460633,SAO PAULO
LIQUIDCAL COMERCIAL LTDA,57900060000188,"AVENIDA COM ALBERTO BONFIGLIOLI  498 , SAO PAULO",-23.5793428,-46.7383382,SAO PAULO
TECNOTRAT BRASIL LTDA,57910325000129,"RUA APARICIO CORREA DE GODOY  284 , ITAPEVI",-23.5228635,-46.9214151,ITAPEVI
DOMAD MARCENARIA E DECORACOES LTDA,57911687000134,"RUA CARIXO  21 , SAO PAULO",-23.4312356,-46.7498875,SAO PAULO
REFRIMA COMERCIO DE MADEIRAS LTDA,57946428000149,"AVENIDA DR ASSIS RIBEIRO  3965 , SAO PAULO",-23.4971627,-46.5166084,SAO PAULO
SF QUADRAS ESPORTIVAS COMERCIAL EIRELI,57953606000169,"AVENIDA SAO GABRIEL  333 , SAO PAULO",-23.5804572,-46.6709678,SAO PAULO
PANTERA PINTURAS LTDA,57956104000191,"RUA CEL AUGUSTO CELSO MOURA  252 , SAO PAULO",-23.6100513,-46.527824,SAO PAULO
DAY MON COMERCIO DE MATERIAL PARA CONSTRUCAO LTDA,57978256000195,"RUA TIBURCIO DE SOUSA  1010 , SAO PAULO",-23.5118715,-46.3942004,SAO PAULO
FILARETO COMERCIO DE FERRO E ACO LTDA,57979148000137,"RUA TANABI  23 , ITAQUAQUECETUBA",-23.4824985,-46.3585137,ITAQUAQUECETUBA
FILARETO COMERCIO DE FERRO E ACO LTDA,57979148000137,"RUA TANABI  23 , ITAQUAQUECETUBA",-23.4824985,-46.3585137,ITAQUAQUECETUBA
CONTACTO ROMERA COMERCIAL ELETRICA LTDA,57992885000170,"RUA OSWALDO CRUZ  276 , JUNDIAI",-23.1882315,-46.8749722,JUNDIAI
ANPRA AREIA E PEDRA LTDA,58016072000107,"RUA BARAO CARLOS DE SOUSA ANHUMAS  2 , SAO PAULO",-23.4351415,-46.5817015,SAO PAULO
ESQUINA DA MADEIRA E MATERIAIS PARA CONSTRUCAO LTDA,58019704000196,"AVENIDA SENADOR TEOTONIO VILELA  4747 , SAO PAULO",-23.740718,-46.703703,SAO PAULO
CACULINHA MATERIAIS PARA CONSTRUCAO LTDA,58028861000168,"RUA OLIMPIA CATA PRETA  581 , RIBEIRAO PIRES",-23.7159711,-46.4211578,RIBEIRAO PIRES
DEPOSITO DE MAT P CONSTRUCOES FERNANDES FILHOS LTDA,58029018000104,"AVENIDA DA SAUDADE  331 , MAUA",-23.6763119,-46.4569779,MAUA
ELETRO MAQUINAS COMERCIO E SERVICOS LTDA,58029141000117,"AVENIDA SENADOR CASIMIRO DA ROCHA  999 , SAO PAULO",-23.6101542,-46.6434755,SAO PAULO
MATERIAIS PARA CONSTRUCAO JELCUP LTDA,58043340000180,"AVENIDA RAGUEB CHOHFI  1221 , SAO PAULO",-23.6020636,-46.4708739,SAO PAULO
LA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,58048315000199,"AVENIDA ALEXIOS JAFET  2434 , SAO PAULO",-23.4362112,-46.7528743,SAO PAULO
MOZAFER COMERCIO DE FERRO E ACO LTDA,58058983000105,"RUA FERNANDO PESSOA  667 , JANDIRA",-23.5400419,-46.9095253,JANDIRA
SUNGLASS CRISTAIS DE CONTROLE SOLAR LTDA,58066994000129,"RUA DOS ANDRADAS  73 , SAO PAULO",-23.5394209,-46.6373809,SAO PAULO
ELETROMECANICA RAMOS LTDA,58073776000111,"RUA MARIO GRAZINI  107 , SAO PAULO",-23.6288163,-46.6238473,SAO PAULO
HIDRICO COMERCIAL LTDA,58074121000168,"AVENIDA ITAMARATI  1235 , SANTO ANDRE",-23.6452098,-46.5130844,SANTO ANDRE
M RODRIGUES COMERCIO DE MATERIAL PARA CONSTRUCAO LTDA,58076332000130,"RUA AURELIANO BARREIROS  402 , SAO PAULO",-23.5376455,-46.4521905,SAO PAULO
VIDRACARIA ARTIMANHA LTDA,58092230000108,"RUA PE JOSE GARZOTTI  507 , SAO PAULO",-23.7115422,-46.7028915,SAO PAULO
MAC LAND ENGENHARIA E COMERCIO LTDA,58104365000146,"RUA PROF THOMAZ DE AQUINO  200 , SAO PAULO",-23.6364034,-46.6016156,SAO PAULO
SEVEMACCALDEIRAS E EQUIPAMENTOS LTDA,58193012000160,"RUA FRANCISCO DE ALMEIDA  14 , OSASCO",-23.5162627,-46.7594682,OSASCO
C4 MATERIAIS PARA CONSTRUCOES LTDA,58220187000119,"RUA OLIVIA GUEDES PENTEADO  172 , SAO PAULO",-23.6690837,-46.7124046,SAO PAULO
COSAE COMERCIO E LOCACAO DE FERRAMENTAS  EIRELI,58237801000155,"RUA DEPUTADO ANACLETO CAMPANELLA  180 , OSASCO",-23.5000027,-46.7858143,OSASCO
DEPOSITO DE MATERIAIS DE CONSTRUCAO ABC LTDA,58273210000133,"RUA JEQUITINHONHA  631 , SANTO ANDRE",-23.6409537,-46.5473227,SANTO ANDRE
JUND ESQUADRIAS LTDA,58275165000156,"RUA CARLOS GOMES  257 , JUNDIAI",-23.1837309,-46.87671,JUNDIAI
JUND ESQUADRIAS LTDA,58275165000156,"RUA CARLOS GOMES  257 , JUNDIAI",-23.1837309,-46.87671,JUNDIAI
JUND ESQUADRIAS LTDA,58275165000156,"RUA CARLOS GOMES  257 , JUNDIAI",-23.1837309,-46.87671,JUNDIAI
JUND ESQUADRIAS LTDA,58275165000156,"RUA CARLOS GOMES  257 , JUNDIAI",-23.1837309,-46.87671,JUNDIAI
COMERCIAL POLIVIDROS LTDA,58275447000153,"RUA VERGUEIRO  983 , SAO PAULO",-23.5708208,-46.6395837,SAO PAULO
COMERCIAL POLIVIDROS LTDA,58275447000153,"RUA VERGUEIRO  983 , SAO PAULO",-23.5708208,-46.6395837,SAO PAULO
COMERCIAL POLIVIDROS LTDA,58275447000153,"RUA VERGUEIRO  983 , SAO PAULO",-23.5708208,-46.6395837,SAO PAULO
LUIZ PRATA MENDES,58277682000164,"RODOVIA REGIS BITTENCOURT  106 , ITAPECERICA DA SERRA",-23.7155259,-46.8800758,ITAPECERICA DA SERRA
HIDRO MOMO COMERCIO DE MATERIAIS PARA CONSTRUCOES LTDA,58313768000103,"PRA OLAVO BILAC  4852 , SAO PAULO",-23.5336528,-46.6524279,SAO PAULO
PEREZ & PEREZ LTDA,58316068000164,"RUA MIGUEL GARCIA  407 , SAO PAULO",-23.5023447,-46.5299071,SAO PAULO
ANGELA MARIA GRILO PINTO PEREIRA,58326554000163,"ALAMEDA SEMPREVIVAS , DAS  2081 , MAIRIPORA",-23.3182416,-46.5857876,MAIRIPORA
BEMAR  COMERCIO DE FERRAMENTAS E PARAFUSOS LTDA,58330853000171,"AVENIDA GUAPIRA  1848 , SAO PAULO",-23.4727371,-46.5882483,SAO PAULO
PREFINITO PISOS LTDA,58337809000193,"AVENIDA LEONCIO DE MAGALHES  1307 , SAO PAULO",-23.4900919,-46.6190719,SAO PAULO
MADELAMINAS MADEIRAS LTDA,58337833000122,"RUA PADRE CARVALHO  725 , SAO PAULO",-23.5663582,-46.6964235,SAO PAULO
FAVERACO COMERCIO DE ACO LTDA,58358540000121,"RUA CAVOUR  603 , SAO PAULO",-23.5822533,-46.5789244,SAO PAULO
