,RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE,weight
9444,BRUNO ALFREDO FERNANDES FERREIRA 42114642801,31351378000163,"RUA AREADO  92 , CARAPICUIBA",-23.535074,-46.8240349,CARAPICUIBA,3
9445,R BRUNO R LIMA MATERIAIS PARA CONSTRUCAO,31355204000179,"RUA CAMBUCI  261 , BARUERI",-23.4765782,-46.8852543,BARUERI,4
9446,ROSANA LAUREANO DA PAZ 12819283802,31364699000100,"RUA VITORIA  264 , COTIA",-23.5950854,-46.9169026,COTIA,4
9447,DAVID FELIPE LIMA 43582768813,31365707000125,"RUA NOSSA SENHORA DAS MERCES  1060 , SAO PAULO",-23.626813,-46.6066504,SAO PAULO,2
9448,"MMG COMERCIO DE PEDRAS, MARMORES E GRANITOS LTDA",31369857000107,"AVENIDA JOSE JOAQUIM SEABRA  357 , SAO PAULO",-23.5756327,-46.7514133,SAO PAULO,2
9449,CRISTIANE MACHADO PIVOTT,31379681000174,"RUA CEL MARCILIO FRANCO  1205 , SAO PAULO",-23.4987344,-46.5999385,SAO PAULO,1
9450,LUIZ CALIOPE DE SOUSA,31382628000122,"RUA MARIA JOSE  204 , SAO PAULO",-23.5571579,-46.6437318,SAO PAULO,1
9452,RENATO PAULO PEREIRA BARBOSA 25610845823,31384962000115,"RUA ALESSIO DE PAOLIS  335 , SAO PAULO",-23.6768392,-46.6695196,SAO PAULO,3
9453,P L DALCENO COMERCIO DE MATERIAIS PARA CONSTRUCAO EIRELI,31386991000116,"RUA GASPAR FERNANDES  672 , SAO PAULO",-23.5766845,-46.6177104,SAO PAULO,1
9454,VIVIANE ESLAVA GRATIERI,31395691000101,"AVENIDA ALDA (PRQ S SETEMBRO)  931 , DIADEMA",-23.6946096,-46.6286508,DIADEMA,3
9455,WAGNER SILVA CUNHA 62979027391,31398630000190,"RUA ITANHOMI  475 , SAO PAULO",-23.5700247,-46.5366056,SAO PAULO,2
9456,ALVES DE ALMEIDA 46168206949,31412352000188,"RUA ALFREDO ANGELINI  126 , SANTO ANDRE",-23.7019622,-46.5161469,SANTO ANDRE,4
9457,ENIVALDA ALEXANDRINA DE SOUSA MENDES 40690555253,31422670000120,"RUA BELA VISTA  18 , SANTO ANDRE",-23.7063427,-46.5173714,SANTO ANDRE,4
9458,ADRIANO GUIMARAES DAMACENO 29925091837,31423422000101,"RUA PEDRO ESCOBAR  10 , SAO PAULO",-23.748241,-46.6644432,SAO PAULO,4
9459,PATRICIA GOMES LUCATELI 44555042816,31426037000100,"RUA SAIGON  134 , SAO PAULO",-23.5681343,-46.5444649,SAO PAULO,2
9460,OZZY TOOLS COMERCIO DE FERRAMENTAS LTDA,31427921000169,"RUA SERAFIM POLI  449 , SAO PAULO",-23.5186702,-46.5761932,SAO PAULO,1
9461,VITORIA R DOS SANTOS TINTAS,31446428000196,"ESTRADA DOS INDIOS  1216 , ITAQUAQUECETUBA",-23.4346977,-46.3184297,ITAQUAQUECETUBA,4
9462,MARCENARIA E DECORACOES SAO RAPHAEL LTDA,31446939000108,"ESTRADA ZURIQUE  433 , COTIA",-23.5834177,-46.8329562,COTIA,3
9463,MARIA APARECIDA CELESTINO DE OLIVEIRA 16352622836,31452322000103,"AVENIDA SALVADOR JORGE VELHO  601 , SAO PAULO",-23.6248413,-46.4662354,SAO PAULO,3
9464,MARIA CLEONICE FIRMINO 19123058870,31455177000106,"RUA DO SIRI  153 , SANTANA DE PARNAIBA",-23.4263091,-46.8509983,SANTANA DE PARNAIBA,4
9466,PRIME BOX E PORTAS LTDA,31476702000170,"RUA IOLANDA  77 , SAO PAULO",-23.5391772,-46.4163617,SAO PAULO,4
9467,FABIANO ARAUJO DA SILVA EIRELI,31476991000107,"RUA SANTA SILVEIRA  295 , SAO PAULO",-23.5075257,-46.4966813,SAO PAULO,2
9468,ORLANDO CESAR DE ALMEIDA RIBEIRO 72898941620,31478115000110,"ESTRADA DO COPIUVA  1850 , CARAPICUIBA",-23.5581554,-46.8295314,CARAPICUIBA,3
9469,RENDE MAIS COMERCIO DE TINTAS EIRELI,31484102000153,"ESTRADA MUNICIP DO EMBU  478 , COTIA",-23.6017305,-46.8573595,COTIA,4
9470,LUCAS AUGUSTO DE MARCHI OLIVEIRA,31504522000154,"RUA BORBA GATO  111 , FERRAZ DE VASCONCELOS",-23.5319206,-46.3912851,FERRAZ DE VASCONCELOS,4
9471,JULIO CESAR FERREIRA 12631845889,31507994000160,"RUA PANAMERICANA (JD NACOES)  301 , DIADEMA",-23.6768895,-46.6128218,DIADEMA,3
9473,NATANAEL ANTONIO VIANA 20132514400,31509364000125,"RUA DERVILLE ALEGRETTI  37 , SAO PAULO",-23.6716106,-46.6446066,SAO PAULO,3
9474,LEANDRO ARAUJO DA CONCEICAO 38414839843,31516812000118,"RUA PARREIRABRAVA  174 , SAO PAULO",-23.5119745,-46.4246735,SAO PAULO,3
9475,RAUL SCHUMMACHER DE SOUSA,31527907000137,"LARGO S JOSE DO MARANHAO  17 , SAO PAULO",-23.5293521,-46.5602957,SAO PAULO,1
9476,LUANA GOMES SILVA ROCHA,31531088000100,"RUA TAIPAS  569 , SAO CAETANO DO SUL",-23.6273717,-46.5523201,SAO CAETANO DO SUL,2
9477,LUIS CARLOS LINDOSO 01244708313,31538674000178,"RUA SANTA IFIGENIA  502 , SAO PAULO",-23.5392793,-46.6384541,SAO PAULO,1
9478,JOSE CLEITON BEZERRA GRANDINI,31540688000126,"RUA FLORENCIO DE ABREU  270 , SAO PAULO",-23.5418006,-46.6327316,SAO PAULO,1
9479,GLEISSON DE SOUSA PINHEIRO 49853010860,31540866000119,"RUA ACACIO VASCONCELOS  35 , SAO PAULO",-23.6367616,-46.6508808,SAO PAULO,2
9480,GILSON DIRCEU RIBEIRO 95644130878,31544199000142,"RUA CRUZEIRO DO SUL  362 , SANTO ANDRE",-23.6725015,-46.5158205,SANTO ANDRE,3
9481,SAO JOSE COMERCIO DE MATERIAIS E PRESTACAO DE SERVICOS LTDA,31545477000186,"RUA FRANCISCO DE ALMEIDA LEITE  353 , SAO PAULO",-23.4883471,-46.7602462,SAO PAULO,2
9482,ROMIX MATERIAIS PARA CONSTRUCAO EIRELI,31549867000124,"AVENIDA GENERAL PEDRO PINHO  516 , OSASCO",-23.5353336,-46.8016529,OSASCO,3
9483,JOAO SANTANA DA SILVA NETO 31667035860,31555880000196,"AVENIDA PRESIDENTE JUSCELINO KUBSTCHECK DE OLIVEIRA (JD MT  301 , CAIEIRAS",-23.3345583,-46.7495967,CAIEIRAS,4
9484,LUIZ CARLOS DA SILVA AMBROZIO JUNIOR 22624118837,31556123000137,"TRAVESSA RAIMUNDO BEZERRA LIMA  128 , SAO PAULO",-23.4710819,-46.686549,SAO PAULO,2
9485,WS COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI,31562703000137,"RUA VEREADOR NESCLAR FARIA GUIMARAES  295 , MOGI DAS CRUZES",-23.5349296,-46.1882124,MOGI DAS CRUZES,4
9486,IRAILDE ALBERTO DOS SANTOS CENTRAL DE COMUNICACAO VISUAL EIRELI,31569121000182,"AVENIDA BARAO DE ALAGOAS  76 , SAO PAULO",-23.4979427,-46.3978654,SAO PAULO,4
9487,NATALI DE SOUZA SILVA MARMORARIA,31570367000174,"AVENIDA OLIVEIRA FREIRE  177 , SAO PAULO",-23.4849439,-46.4338984,SAO PAULO,3
9488,NOVA TEXTURA COMERCIO E SERVICOS EM PINTURAS EIRELI,31571999000152,"AVENIDA ELISIO CORDEIRO DE SIQUEIRA  159 , SAO PAULO",-23.5059096,-46.7479059,SAO PAULO,2
9489,PORTO MASTER PRODUTOS PARA CONSTRUCAO LTDA,31574404000112,"RUA CAPITAO ANTONIO BUENO RANGEL  144 , SAO PAULO",-23.4883184,-46.7581458,SAO PAULO,2
9490,"FC LUX COMERCIO DE MATERIAIS ELETRICOS, HIDRAULICOS E FERRAMENTAS EIRELI",31575181000108,"AVENIDA DOUTOR JOSE LUIS LEME MACIEL  235 , CAJAMAR",-23.3330726,-46.8283988,CAJAMAR,4
9491,DENER AUGUSTO MIRANDA DE ASSIS 09957193813,31602635000192,"RUA FREDERICO JACOBI  134 , SAO PAULO",-23.5050959,-46.7491433,SAO PAULO,2
9492,KAREN FERNANDA DE ALMEIDA 41221492829,31619223000165,"RUA LUIS CARLOS LISBOA  49 , SAO PAULO",-23.4158406,-46.5830843,SAO PAULO,3
9493,FABIANO DA SILVA MATOS GESSO,31619868000106,"AVENIDA PAULO GUILGUER REIMBERG  1598 , SAO PAULO",-23.7737556,-46.703955,SAO PAULO,4
9494,AURITA FERREIRA REAL FRANCO 10038408848,31640050000167,"AVENIDA DOUTOR SYLVIO DE CAMPOS  651 , SAO PAULO",-23.4074285,-46.7614459,SAO PAULO,3
9495,RODRIGO KIOMASSA UEHARA,31654435000183,"AVENIDA CANDIDO JOSE XAVIER  315 , SAO PAULO",-23.6618083,-46.7548203,SAO PAULO,3
9497,NR TRANSPORTE E COMERCIO DE AREIA E MATERIAIS CONSTRUCAO EIRELI,31663918000144,"AVENIDA SOLDADOPOLICIA MILITAR GILBERTO AUGUSTINHO  30 , ITAPECERICA DA SERRA",-23.7026114,-46.8028583,ITAPECERICA DA SERRA,4
9498,BUTANTA COMERCIO DE PORTAS E JANELAS EIRELI,31673953000144,"RUA ESTEVAO LOPES  29 , SAO PAULO",-23.5699581,-46.7112691,SAO PAULO,2
9499,MOGI TELHAS COMERCIAL LTDA,31683551000120,"AVENIDA DOUTOR ALVARO DE CAMPOS CARNEIRO  605 , MOGI DAS CRUZES",-23.552745,-46.2005023,MOGI DAS CRUZES,4
9500,TELAS PADRAO COMERCIO DE FERRAGENS LTDA,31694661000198,"RUA SETE DE JULHO  269 , SAO PAULO",-23.6654084,-46.7160763,SAO PAULO,3
9502,ZAIDE LAURINDO RIBEIRO DE SOUZA 13250323870,31696821000138,"RUA LINDOIA  220 , FRANCISCO MORATO",-23.2951045,-46.7395949,FRANCISCO MORATO,4
9503,S M P DA SILVA GESSO 3M BRASIL,31706349000177,"AVENIDA DOUTOR ULYSSES GUIMARAES  960 , DIADEMA",-23.6951681,-46.6209819,DIADEMA,3
9504,ESPLENDOR MARMORARIA E CONSTRUCAO LTDA,31716511000138,"ESTRADA ABIAS DA SILVA  4210 , ITAPECERICA DA SERRA",-23.7541077,-46.8288124,ITAPECERICA DA SERRA,4
9506,ANTONIO PEREIRA GONCALVES 87457199853,31725796000173,"RUA ABILIO CESAR  168 , SAO PAULO",-23.6796509,-46.7766653,SAO PAULO,4
9507,GIOVANA PEPINO 27210726845,31731229000120,"RUA CALOGERO CALIA  253 , SAO PAULO",-23.6251227,-46.6250409,SAO PAULO,2
9508,DEPOSITO DE MATERIAL PARA CONSTRUCAO TAIRA LTDA,31732036000193,"RUA FRANCISCO BARBOSA  2 , SAO PAULO",-23.5950877,-46.4381357,SAO PAULO,3
9509,WASHINGTON MARCOLINO GONCALVES 02287584595,31739666000190,"RUA LEONARDO FIORAVANTI  244 , SANTO ANDRE",-23.6984868,-46.5283801,SANTO ANDRE,4
9510,TALVANE PEREIRA DA SILVA 37710650899,31742272000190,"RUA ANDRE VIDAL DE NEGREIROS  21 , JANDIRA",-23.5325545,-46.8999776,JANDIRA,4
9511,AMON DA SILVA LOPES,31746891000153,"RUA ALTO DO CANDOSO  128 , SAO PAULO",-23.6571116,-46.7339788,SAO PAULO,3
9512,APARECIDO ROBERTO FERNANDES,31747758000111,"ESTRADA DO PEDROSO  1353 , SANTO ANDRE",-23.7098752,-46.5011993,SANTO ANDRE,4
9513,PEG FACA SANTA CRUZ MATERIAIS PARA CONSTRUCAO LTDA,31749953000180,"AVENIDA PROF SYLLA MATTOS  798 , SAO PAULO",-23.6411606,-46.6009492,SAO PAULO,2
9514,RAPIDO CARRINHOS INDUSTRIAIS SOLUCAO E MOVIMENTACAO DE CARGAS EIRELI,31757367000188,"AVENIDA DOUTOR ASSIS RIBEIRO  8008 , SAO PAULO",-23.4855942,-46.4864582,SAO PAULO,3
9515,KELIANFIX COMERCIO DE PARAFUSOS E FERRAMENTAS LTDA,31768861000148,"RUA HIPOCRATES  115 , SAO PAULO",-23.6184173,-46.6182424,SAO PAULO,2
9516,ALIANCA COMERCIAL FERRAGENS E FERRAMENTAS LTDA,31772466000139,"AVENIDA DOS EXPEDICIONARIOS  483 , ARUJA",-23.3990601,-46.3205179,ARUJA,4
9517,RAQUEL SALLES GODOY 39174983830,31772589000170,"RUA JOAO JOSE DE QUEIROZ  463 , SAO PAULO",-23.5194543,-46.4869803,SAO PAULO,3
9518,JIANP JIN COMERCIO E FABRICACAO LTDA,31781904000125,"RUA CAETANO PINTO  236 , SAO PAULO",-23.5482873,-46.6216094,SAO PAULO,1
9519,WILSON F DA SILVA,31782280000160,"AVENIDA CAPITAO JOAO  1265 , MAUA",-23.6769579,-46.4543799,MAUA,4
9520,PLENO MATERIAIS DE CONSTRUCAO LTDA,31789151000102,"AVENIDA BRASIL  929 , FERRAZ DE VASCONCELOS",-23.5382469,-46.3638663,FERRAZ DE VASCONCELOS,4
9521,ENGEBLIND CONSTRUCOES E REFORMAS LTDA,31798742000138,"ALAMEDA SAO CAETANO  286 , SAO CAETANO DO SUL",-23.6210741,-46.5581442,SAO CAETANO DO SUL,2
9522,LXT COMERCIO DE MATERIAIS ELETRICOS EIRELI,31808127000165,"RUA DA MOOCA  2958 , SAO PAULO",-23.5560659,-46.5964004,SAO PAULO,1
9523,JOSE RICARDO AZEVEDO DOS SANTOS 45000923820,31816583000157,"RUA IMIGRANTES DOS SIRIOS LIBANESES  277 , ITAPECERICA DA SERRA",-23.7012045,-46.8539183,ITAPECERICA DA SERRA,4
9524,LUCAS FERREIRA DIONISIO 34406917802,31819566000173,"RUA DOUTOR PAULO RIBEIRO COELHO  285 , SAO PAULO",-23.5778738,-46.7615844,SAO PAULO,2
9525,CLAUDIA ADRIANA DE LUZ OLIVEIRA 19127426831,31822536000116,"RUA IBERE DA COSTA FRANCO  351 , SAO PAULO",-23.5086107,-46.505858,SAO PAULO,2
9526,CSE SOLUCOES ELETRICAS LTDA,31825841000161,"RUA MACHADO DE ASSIS  797 , OSASCO",-23.5385983,-46.7794574,OSASCO,3
9527,CSE SOLUCOES ELETRICAS LTDA,31825841000161,"RUA MACHADO DE ASSIS  797 , OSASCO",-23.5385983,-46.7794574,OSASCO,3
9528,CSE SOLUCOES ELETRICAS LTDA,31825841000161,"RUA MACHADO DE ASSIS  797 , OSASCO",-23.5385983,-46.7794574,OSASCO,3
9529,LUCIANO FERNANDES DANTAS 28785562831,31827725000181,"RUA JORGE CARLOS DE ALMEIDA  181 , SAO PAULO",-23.6329869,-46.4445236,SAO PAULO,3
9530,MARIA MADALENA DA SILVA MOLGAO 22707764884,31830273000197,"AVENIDA EDMUNDO AMARAL  3935 , OSASCO",-23.5141484,-46.8041505,OSASCO,3
9531,THAYANE DIAS AKIYAMA ALVES 36316895860,31836666000108,"RUA DANIEL BERNARDO  180 , SAO PAULO",-23.4944917,-46.4428913,SAO PAULO,3
9532,GILBERTO BARBOSA DE ANDRADE 76240207853,31837890000114,"RUA SALIM MAHFOUD  257 , SAO BERNARDO DO CAMPO",-23.746699,-46.5467884,SAO BERNARDO DO CAMPO,4
9533,ELENILTON PEREIRA DE ANDRADE,31844221000170,"AVENIDA DOUTOR ALVARO DE CAMPOS CARNEIRO  436 , MOGI DAS CRUZES",-23.5529884,-46.2010295,MOGI DAS CRUZES,4
9535,ALESSANDRO SILVA DE OLIVEIRA  EIRELI,31846466000136,"RUA REGINA CABALAU MENDONCA  443 , SUZANO",-23.5525746,-46.3191442,SUZANO,4
9536,RESOLVE  ADESIVOS E SELANTES LTDA,31846696000103,"RUA SOROR ANGELICA  182 , SAO PAULO",-23.5056386,-46.6417205,SAO PAULO,1
9537,DEPOSITO DE LAJES SAO LUCAS EIRELI,31853791000126,"AVENIDA DO ORATORIO  6205 , SAO PAULO",-23.6104494,-46.5246299,SAO PAULO,2
9538,VG COMERCIO DE FERRAGENS E ACESSORIOS EIRELI,31858364000130,"RUA CD MOREIRA LIMA  881 , SAO PAULO",-23.6603179,-46.662418,SAO PAULO,2
9540,PRISCILA MADEIRA SANTOS 33081086825,31860907000154,"RUA CORREIA DIAS  522 , SAO PAULO",-23.5768996,-46.6381447,SAO PAULO,1
9541,PAULO CESAR DE SOUSA ALMEIDA 16179796866,31861691000141,"RUA PRESIDENTE CASTELO BRANCO  109 , JANDIRA",-23.534936,-46.9049585,JANDIRA,4
9542,AMERICAN PISOS COML E SERVICOS EIRELI,31863292000110,"RUA CATULO DA PAIXAO CEARENSE  549 , SAO PAULO",-23.6151508,-46.6312563,SAO PAULO,2
9544,OSMANDO MENEZES DE SOUSA 69466734504,31874667000147,"RUA DOUTOR NESRALLA RUBEZ  419 , SAO PAULO",-23.6847119,-46.7772381,SAO PAULO,4
9545,GLAUCO FOSTER RIZZO CONEXOES,31880694000122,"RUA SAO VALENTIM  31 , SAO PAULO",-23.5481468,-46.530573,SAO PAULO,2
9546,L S DE FREITAS ESQUADRIAS METALICAS,31881218000126,"AVENIDA RAGUEB CHOHFI  3623 , SAO PAULO",-23.5950334,-46.451119,SAO PAULO,3
9547,LUIZ CARLOS GABARDON FILHO 38024173808,31884229000160,"RUA NICOLAU CAMPANELLA  56 B , SAO PAULO",-23.5184457,-46.4458256,SAO PAULO,3
9548,LUCAS DO CARMO VIEIRA 37414236889,31889724000161,"RUA AUGUSTO DE ALMEIDA BATISTA  2330 , EMBU DAS ARTES",-23.6590697,-46.8052438,EMBU DAS ARTES,4
9549,COMERCIO DE PEDRAS E LADRILHOS J M LTDA,31895474000172,"AVENIDA NORDESTINA  1390 , SAO PAULO",-23.5049631,-46.4397909,SAO PAULO,3
9550,VILA NOVA CALHAS LTDA,31896583000104,"AVENIDA JOAO DIAS  465 , SAO PAULO",-23.6460928,-46.7049039,SAO PAULO,3
9551,"LEFER COMERCIO DE FERRAMENTAS,MAQUINAS E EPIS LTDA",31898592000134,"RUA GURUPATUBA  24 , SAO PAULO",-23.4708528,-46.6001454,SAO PAULO,2
9552,ALEXANDRE LEMOS 12947494806,31900333000109,"RUA DARIO VELOSO  63 , SAO PAULO",-23.4783798,-46.7466735,SAO PAULO,2
9553,ANTONIO CARLOS FERREIRA NEVES 32265137880,31905130000105,"RUA PARAPUA  920 , SAO PAULO",-23.4765887,-46.6908068,SAO PAULO,2
9554,TIAGO RODRIGUES 31384069801,31907679000120,"RUA JOAO DA SILVA MOURA  54 , SAO PAULO",-23.4908771,-46.658933,SAO PAULO,1
9555,VANESSA SANTOS DE ANDRADE 29364034805,31911240000171,"RUA DOS VELEIROS (LAS PALMAS)  122 , SAO BERNARDO DO CAMPO",-23.755031,-46.6025762,SAO BERNARDO DO CAMPO,4
9556,LEDA COSTA PADILHA 03437621459,31915221000113,"AVENIDA LIDER  3197 , SAO PAULO",-23.5530621,-46.4656699,SAO PAULO,3
9557,NINJA ECO SERVICES COMERCIO E SERVICOS EIRELI,31918456000169,"RUA LANDGRAFT  109 , SAO PAULO",-23.6328703,-46.6871856,SAO PAULO,2
9558,JMAP COMERCIO DE MATERIAIS E SERVICOS LTDA,31943650000102,"RUA DR SALLES MALHEIROS  121 , SAO PAULO",-23.4610652,-46.6627389,SAO PAULO,2
9560,JB SULAMERICANA COMERCIO IMPORTACAO EIRELI,31944949000173,"AVENIDA PRESTES MAIA  220 , SAO PAULO",-23.5430695,-46.6349006,SAO PAULO,1
9561,CEABRA COMERCIO DE MATERIAIS PARA CONSTRUCAO  EIRELI,31951231000104,"RUA BENTO JOSE BORBA  245 , SAO PAULO",-23.6947669,-46.6478114,SAO PAULO,3
9562,COMERCIAL REAL LAR  MATERIAIS DE CONTRUCAO LTDA,31958041000119,"RUA SIMAO ESTRELADO  37 , SAO PAULO",-23.50561,-46.4746575,SAO PAULO,3
9563,PINGUIM MATERIAIS PARA CONSTRUCAO EIRELI,31958802000132,"RUA ABILIO PEDRO RAMOS  700 , SAO PAULO",-23.4607803,-46.5740203,SAO PAULO,2
9566,WMSUL MATERIAIS PARA CONSTRUCAO LTDA,31980924000125,"RUA ANUMPRETO  180 , SAO PAULO",-23.6775096,-46.7974073,SAO PAULO,4
9567,EDGARD FERREIRA GOMES  COMERCIO DE TUBO DE ACO E FERRO,31981363000189,"AVENIDA DAS CEREJEIRAS  1928 , SAO PAULO",-23.5020284,-46.5755451,SAO PAULO,1
9568,GILBERTO GOMES DE MATOS FILHO 71785540530,31982750000130,"RUA ANTONIO RAPOSO BARRETO  31 , SAO PAULO",-23.6724067,-46.735825,SAO PAULO,3
9569,J M DOS SANTOS MATERIAIS PARA CONSTRUCAO,31983094000190,"RUA JOSE VIEIRA GUIMARAES  1211 , SAO PAULO",-23.5264034,-46.4215503,SAO PAULO,4
9570,MARIA JOSE DE OLIVEIRA 18605094877,31985982000141,"RUA AYAME YOSHIKAWA  105 , FERRAZ DE VASCONCELOS",-23.5607864,-46.3690983,FERRAZ DE VASCONCELOS,4
9571,ALPHA PINTURA E REVESTIMENTOS EIRELI,31991083000151,"RUA AMERICO BRASILIENSE  1866 , SAO PAULO",-23.629842,-46.7040994,SAO PAULO,2
9572,SAO MIGUEL PORTAS E ESQUADRIAS LTDA,31994257000130,"AVENIDA S MIGUEL  6957 , SAO PAULO",-23.4998057,-46.4694196,SAO PAULO,3
9573,GC MELO HIDRAULICA,31994752000149,"AVENIDA SAO BERNARDO DO CAMPO  667 , SANTO ANDRE",-23.7013535,-46.5113077,SANTO ANDRE,4
9574,MBL COMERCIO DE ESFERAS EIRELI,31999008000137,"RUA IGARITE  610 , SAO PAULO",-23.4613615,-46.5748749,SAO PAULO,2
9575,CAIQUE CONDE DE JESUS 34324250820,32000532000115,"RUA MARCELINO ZONTA  211 , SAO PAULO",-23.6660799,-46.6919615,SAO PAULO,3
9576,SENA'S REFORMAS E MANUTENCAO PREDIAL E RESIDENCIAL EIRELI,32002963000110,"RUA MICHEL ALEXANDRE MUTRAN  88 , SAO PAULO",-23.7387274,-46.7029281,SAO PAULO,4
9577,CNBC COMERCIO E IMPORTACAO LTDA,32005990000147,"RUA ESTADO DE RONDONIA  8 , SAO PAULO",-23.4833022,-46.7289004,SAO PAULO,2
9579,TALITA SANTOS DE BARROS 43563081824,32010268000109,"RUA ESTRELA DALVA  32 , SAO PAULO",-23.5274349,-46.4068919,SAO PAULO,4
9580,TIAGO DA SILVA 36680522803,32017291000117,"RUA DA UNIAO  3 , SAO PAULO",-23.5822319,-46.6338782,SAO PAULO,1
9581,FATIMA STILLO DEPOSITO DE MATERIAS PARA CONSTRUCAO LTDA,32017554000198,"ESTRADA DOM JOAO NERY  3030 , SAO PAULO",-23.521416,-46.3997615,SAO PAULO,4
9582,ELLUZ BRASIL COMERCIO DE MATERIAIS ELETRICOS LTDA,32018785000116,"ESTRADA DE MOGI DAS CRUZES  27 , SAO PAULO",-23.5145932,-46.497942,SAO PAULO,2
9583,FLORISVALDO FERREIRA BARBOSA 02452379760,32023875000103,"RUA MANOEL ANTONIO PINTO  93 , SAO PAULO",-23.613586,-46.7266536,SAO PAULO,2
9584,LUCIA DE FATIMA CASTRO SANTOS 12618631862,32028746000108,"RUA SEIS  89 , SAO PAULO",-23.7971625,-46.7358365,SAO PAULO,4
9585,ROSIMEIRE SILVA CAMPOS 40489259898,32029668000158,"RUA DA UNIAO  3 , SAO PAULO",-23.5822319,-46.6338782,SAO PAULO,1
9586,EDSON ROBERTO SANTOS SOUZA 32918525839,32031358000178,"RUA DA GRACA  822 , SAO PAULO",-23.5242448,-46.6412888,SAO PAULO,1
9587,ANGELO SERGIO RODRIGUES DE OLIVEIRA 02738052827,32036305000140,"RUA ALICE PALERMO SANTOS  276 , SUZANO",-23.5426882,-46.3317187,SUZANO,4
9588,JOAO BATISTA VIEIRA DE LIMA 30142523879,32058444000174,"RUA VICENTE FRANCO TOLENTINO  480 , SAO PAULO",-23.6121004,-46.5091038,SAO PAULO,2
9589,LA PIETRA COMERCIO DE PEDRAS ORNAMENTAIS E DECORATIVAS EIRELI,32073944000185,"RUA BERNARDINO BRITO DE FONSECA DE CARVALHO  268 , SAO PAULO",-23.533919,-46.520555,SAO PAULO,2
9590,EPB CHURRASQUEIRAS LTDA,32083695000109,"AVENIDA CEL SEZEFREDO FAGUNDES  2832 , SAO PAULO",-23.4540713,-46.601804,SAO PAULO,2
9591,UOMI BRASIL COMERCIO E SERVICOS DE EQUIPAMENTOS E PECAS EIRELI,32108994000150,"RUA BRUNO BERTUCCI  275 , SAO PAULO",-23.503504,-46.699262,SAO PAULO,1
9592,PANORAMA ESQUADRIAS DE ALUMINIO E VIDROS LTDA,32112554000177,"AVENIDA SENADOR VERGUEIRO  4428 , SAO BERNARDO DO CAMPO",-23.6586106,-46.5673192,SAO BERNARDO DO CAMPO,3
9593,MADEISA MATERIAL DE CONSTRUCAO EM GERAL EIRELI,32121237000117,"AVENIDA AMADOR BUENO DA VEIGA  2712 , SAO PAULO",-23.5234216,-46.5201355,SAO PAULO,2
9594,PARAFUX COMERCIO DE PARAFUSOS E FERRAGENS LTDA,32124696000154,"RUA GUAIPA  1583 , SAO PAULO",-23.5238757,-46.7366647,SAO PAULO,2
9595,MARIA DE LOURDES BISPO 08281958898,32130261000112,"RUA OSIRIS CRISPIM DE OLIVEIRA  83 , DIADEMA",-23.6673857,-46.6212658,DIADEMA,2
9596,CLAUDIA MARIA PAZ DE ALMEIDA RIBEIRO 24830822899,32135604000131,"RUA JOAO FERNANDES OLIVEIRA  47 , SAO PAULO",-23.6919374,-46.6327846,SAO PAULO,3
9597,JR COMERCIO DE ALUMINIO LTDA,32140635000180,"RUA FREI BERNARDINO COSTE  203 , SAO PAULO",-23.5918094,-46.5152184,SAO PAULO,2
9598,OUTLET DE TINTAS E CORES EIRELI,32142724000166,"ALAMEDA STO AMARO  409 , SAO PAULO",-23.657147,-46.7059113,SAO PAULO,3
9599,SILVIO ROMERO TINTAS LTDA,32146681000197,"PRACA SILVIO ROMERO  275 , SAO PAULO",-23.5456269,-46.5723073,SAO PAULO,1
9600,CONSTRUMAX MATERIAIS PARA CONSTRUCAO LTDA,32147913000121,"ESTRADA TENENTE MARQUES  4704 , SANTANA DE PARNAIBA",-23.4072222,-46.889554,SANTANA DE PARNAIBA,4
9601,HENRIQUE BEZERRA SOUSA 39033354870,32164509000166,"RUA FLOR DE QUARESMA  161 , SAO PAULO",-23.5047282,-46.4650503,SAO PAULO,3
9602,LEILA DE ARAUJO SILVA SANTOS 07908963897,32180869000151,"RUA AMELIA DOS ANJOS OLIVEIRA  169 , EMBU DAS ARTES",-23.6306019,-46.8236107,EMBU DAS ARTES,3
9603,DISTRIBUIDORA MG MADEIRAS EKOLOGICAS EIRELI,32190492000111,"RUA BENEDITO DE ARAGAO CARDOSO  651 , MOGI DAS CRUZES",-23.5376959,-46.2278449,MOGI DAS CRUZES,4
9604,MADEIREIRA ATALAIA LTDA,32191999000190,"AVENIDA PROFESSOR JOAQUIM BARRETO  1071 , COTIA",-23.60639,-46.9417918,COTIA,4
9605,VIDRACARIA BARUK LTDA,32195552000199,"RUA PEROLA  391 , SANTANA DE PARNAIBA",-23.4427625,-46.9145215,SANTANA DE PARNAIBA,4
9606,NOVA TUTOIA COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA,32197814000154,"RUA LEME  37 , SAO PAULO",-23.5751383,-46.6509604,SAO PAULO,1
9607,KLEBER HENRIQUE DE LIMA DUTRA 37343433806,32200629000171,"RUA DESEMBARGADOR BRENO CARAMURU TEIXEIRA  517 , SAO PAULO",-23.5060353,-46.3714104,SAO PAULO,4
